Year,State,District,target_yield,Area,Production,yield_calculated,ndvi,rainfall,temperature
1967,WEST BENGAL,WEST DINAJPUR,833.06,90453.54513,207673.2601,833.06,0.212603442,6.413536842,24.17355078
1968,WEST BENGAL,WEST DINAJPUR,1035.85,90453.54513,207673.2601,1035.85,0.213641306,3.673689582,25.24079844
1969,WEST BENGAL,WEST DINAJPUR,825.31,90453.54513,207673.2601,825.31,0.210303004,1.545330555,25.13521025
1970,WEST BENGAL,WEST DINAJPUR,1010.58,90453.54513,207673.2601,1010.58,0.211321497,11.65012996,24.4055364
1971,WEST BENGAL,WEST DINAJPUR,956.01,90453.54513,207673.2601,956.01,0.209316884,5.363184018,24.87525556
1972,WEST BENGAL,WEST DINAJPUR,791.54,90453.54513,207673.2601,791.54,0.221919469,3.321502373,25.78437665
1973,WEST BENGAL,WEST DINAJPUR,909.58,90453.54513,207673.2601,909.58,0.215293027,0.549147051,24.48898017
1974,WEST BENGAL,WEST DINAJPUR,916.31,90453.54513,207673.2601,916.31,0.235920342,-3.398831821,25.0935839
1975,WEST BENGAL,WEST DINAJPUR,838.15,90453.54513,207673.2601,838.15,0.214959863,4.850907536,24.18305962
1976,WEST BENGAL,WEST DINAJPUR,940.81,90453.54513,207673.2601,940.81,0.207844243,-0.929950913,24.44534518
1977,WEST BENGAL,WEST DINAJPUR,998.14,90453.54513,207673.2601,998.14,0.240059571,9.521324902,25.1357813
1978,WEST BENGAL,WEST DINAJPUR,890.83,90453.54513,207673.2601,890.83,0.217489081,6.108598578,24.85884021
1979,WEST BENGAL,WEST DINAJPUR,903.65,90453.54513,207673.2601,903.65,0.223254065,13.7529465,24.62988082
1980,WEST BENGAL,WEST DINAJPUR,1063.94,90453.54513,207673.2601,1063.94,0.219273847,7.076513971,25.58174789
1981,WEST BENGAL,WEST DINAJPUR,1015.28,90453.54513,207673.2601,1015.28,0.219582928,2.327853619,24.26959332
1982,WEST BENGAL,WEST DINAJPUR,923.23,90453.54513,207673.2601,923.23,0.218709358,-3.438895407,24.65751
1983,WEST BENGAL,WEST DINAJPUR,1094.01,90453.54513,207673.2601,1094.01,0.202331972,9.993861924,24.97638587
1984,WEST BENGAL,WEST DINAJPUR,1109.93,90453.54513,207673.2601,1109.93,0.217028108,-0.533598698,24.29474581
1985,WEST BENGAL,WEST DINAJPUR,1233.4,90453.54513,207673.2601,1233.4,0.200104204,3.920419991,24.98511472
1986,WEST BENGAL,WEST DINAJPUR,1379.41,90453.54513,207673.2601,1379.41,0.211609189,14.33158384,25.26783733
1987,WEST BENGAL,WEST DINAJPUR,1059.04,90453.54513,207673.2601,1059.04,0.206096643,9.01605935,24.67319859
1988,WEST BENGAL,WEST DINAJPUR,1333.85,90453.54513,207673.2601,1333.85,0.216927519,7.910469878,24.38786987
1989,WEST BENGAL,WEST DINAJPUR,1658.13,90453.54513,207673.2601,1658.13,0.21669408,10.68275482,24.57427954
1996,WEST BENGAL,WEST DINAJPUR,1934.15,90453.54513,207673.2601,1934.15,0.218164276,10.4963917,23.39129555
1997,WEST BENGAL,WEST DINAJPUR,2003.01,90453.54513,207673.2601,2003.01,0.216225783,13.86587476,25.23356144
1998,WEST BENGAL,WEST DINAJPUR,2168.64,90453.54513,207673.2601,2168.64,0.207284564,2.950245853,24.86279477
1999,WEST BENGAL,WEST DINAJPUR,1974.43,90453.54513,207673.2601,1974.43,0.210742782,4.077721838,24.64228645
2000,WEST BENGAL,WEST DINAJPUR,2218.77,90453.54513,207673.2601,2218.77,0.222556779,1.34921946,23.89710448
2001,WEST BENGAL,WEST DINAJPUR,1996.15,90453.54513,207673.2601,1996.15,0.224031384,5.797654423,25.28501927
2002,WEST BENGAL,WEST DINAJPUR,2130.02,90453.54513,207673.2601,2130.02,0.201884986,5.299978959,24.51170127
2003,WEST BENGAL,WEST DINAJPUR,2400.86,90453.54513,207673.2601,2400.86,0.198043541,-2.813618582,25.01312121
2004,WEST BENGAL,WEST DINAJPUR,2473.04,90453.54513,207673.2601,2473.04,0.206083923,2.691638819,24.72480298
2005,WEST BENGAL,WEST DINAJPUR,2463.84,90453.54513,207673.2601,2463.84,0.223804893,13.15672528,23.9230504
2006,WEST BENGAL,WEST DINAJPUR,2347.32,90453.54513,207673.2601,2347.32,0.225501658,7.182185579,25.36477116
2007,WEST BENGAL,WEST DINAJPUR,2454.07,90453.54513,207673.2601,2454.07,0.204105699,9.538135695,25.2697914
2008,WEST BENGAL,WEST DINAJPUR,2371.58,90453.54513,207673.2601,2371.58,0.216425911,5.358419266,25.11251639
2009,WEST BENGAL,WEST DINAJPUR,2289.17,90453.54513,207673.2601,2289.17,0.231697131,-3.474325016,24.8879232
2010,WEST BENGAL,WEST DINAJPUR,2768.66,90453.54513,207673.2601,2768.66,0.217505932,5.317962996,24.13176023
2011,WEST BENGAL,WEST DINAJPUR,2643.87,90453.54513,207673.2601,2643.87,0.22756785,11.16962539,25.16498165
2012,WEST BENGAL,WEST DINAJPUR,2656.7,90453.54513,207673.2601,2656.7,0.223340083,0.032723649,25.83299903
2013,WEST BENGAL,WEST DINAJPUR,2623.38,90453.54513,207673.2601,2623.38,0.20425083,9.696337239,24.7885675
2014,WEST BENGAL,WEST DINAJPUR,2804.31,90453.54513,207673.2601,2804.31,0.211453003,-2.548015742,24.79834376
2015,WEST BENGAL,WEST DINAJPUR,2880.01,90453.54513,207673.2601,2880.01,0.213700362,6.062098796,24.17958002
2016,WEST BENGAL,WEST DINAJPUR,2834.93,90453.54513,207673.2601,2834.93,0.214394151,8.683734856,23.69529966
2017,WEST BENGAL,WEST DINAJPUR,2589.08,90453.54513,207673.2601,2589.08,0.222516107,4.400579984,24.55094181
1966,BIHAR,CHAMPARAN,410.25,90453.54513,207673.2601,410.25,0.217439665,18.32350031,25.47133369
1967,BIHAR,CHAMPARAN,785.29,90453.54513,207673.2601,785.29,0.183990808,3.495190419,25.40237896
1968,BIHAR,CHAMPARAN,824.31,90453.54513,207673.2601,824.31,0.200224415,3.069061417,24.69779547
1969,BIHAR,CHAMPARAN,613.21,90453.54513,207673.2601,613.21,0.191479008,6.983602814,24.94556426
1970,BIHAR,CHAMPARAN,813.3,90453.54513,207673.2601,813.3,0.21510647,2.186276926,24.12131873
1971,BIHAR,CHAMPARAN,834.67,90453.54513,207673.2601,834.67,0.215757694,-1.245545364,24.78611274
1972,BIHAR,CHAMPARAN,824.25,90453.54513,207673.2601,824.25,0.216185067,0.47279373,24.46828404
1973,BIHAR,CHAMPARAN,744.23,90453.54513,207673.2601,744.23,0.203763535,9.751076403,24.75783519
1974,BIHAR,CHAMPARAN,846.65,90453.54513,207673.2601,846.65,0.220094257,4.436444811,24.59317289
1975,BIHAR,CHAMPARAN,824.95,90453.54513,207673.2601,824.95,0.220515442,14.47124736,24.58424654
1976,BIHAR,CHAMPARAN,841.58,90453.54513,207673.2601,841.58,0.200801327,3.75496138,25.22869908
1977,BIHAR,CHAMPARAN,814.8,90453.54513,207673.2601,814.8,0.198692435,9.513694379,25.71246098
1978,BIHAR,CHAMPARAN,860.79,90453.54513,207673.2601,860.79,0.2133515,8.515352502,24.64577178
1979,BIHAR,CHAMPARAN,855.81,90453.54513,207673.2601,855.81,0.23127064,3.680388569,25.4398148
1980,BIHAR,CHAMPARAN,1187.35,90453.54513,207673.2601,1187.35,0.230350245,1.567097959,24.10971746
1981,BIHAR,CHAMPARAN,985.88,90453.54513,207673.2601,985.88,0.218986861,-2.69787589,24.68438031
1982,BIHAR,CHAMPARAN,797.78,90453.54513,207673.2601,797.78,0.206052851,8.726746503,24.08240279
1983,BIHAR,CHAMPARAN,1194.77,90453.54513,207673.2601,1194.77,0.222221244,11.95244127,24.57431769
1984,BIHAR,CHAMPARAN,1151.34,90453.54513,207673.2601,1151.34,0.208828575,-1.988510754,25.08834904
1985,BIHAR,CHAMPARAN,1219.18,90453.54513,207673.2601,1219.18,0.205677747,4.10891793,25.28981667
1986,BIHAR,CHAMPARAN,1153.57,90453.54513,207673.2601,1153.57,0.191913149,2.626550954,24.34123688
1987,BIHAR,CHAMPARAN,1094.04,90453.54513,207673.2601,1094.04,0.214376639,8.717988357,24.95953287
1988,BIHAR,CHAMPARAN,1397.54,90453.54513,207673.2601,1397.54,0.207054144,4.317879165,25.34549678
1989,BIHAR,CHAMPARAN,1277.77,90453.54513,207673.2601,1277.77,0.214317121,12.57604546,25.27436341
1990,BIHAR,CHAMPARAN,1183.02,90453.54513,207673.2601,1183.02,0.19035924,4.03917665,24.85997812
1991,BIHAR,CHAMPARAN,1141.06,90453.54513,207673.2601,1141.06,0.215051084,-0.220774693,24.43590749
1992,BIHAR,CHAMPARAN,990.08,90453.54513,207673.2601,990.08,0.189041606,3.617115979,24.38608176
1993,BIHAR,CHAMPARAN,1483.07,90453.54513,207673.2601,1483.07,0.22423222,4.168069604,24.30917461
1994,BIHAR,CHAMPARAN,1091.78,90453.54513,207673.2601,1091.78,0.21857173,8.591642332,24.71469388
1995,BIHAR,CHAMPARAN,1476.22,90453.54513,207673.2601,1476.22,0.21056617,4.093547328,24.31892188
1996,BIHAR,CHAMPARAN,1295.28,90453.54513,207673.2601,1295.28,0.218980016,8.161625172,25.06951929
1997,BIHAR,CHAMPARAN,1629.51,90453.54513,207673.2601,1629.51,0.203572075,2.008721244,24.84466796
1998,BIHAR,CHAMPARAN,1414.92,90453.54513,207673.2601,1414.92,0.214076572,4.487759206,24.82200805
1999,BIHAR,CHAMPARAN,2755.47,90453.54513,207673.2601,2755.47,0.221300558,2.035971221,23.81026184
2000,BIHAR,CHAMPARAN,1591.79,90453.54513,207673.2601,1591.79,0.182409925,1.727934657,24.74438956
2001,BIHAR,CHAMPARAN,1423.16,90453.54513,207673.2601,1423.16,0.208880574,12.33531039,24.50094045
2002,BIHAR,CHAMPARAN,1543.38,90453.54513,207673.2601,1543.38,0.213126376,2.385494748,25.81370842
2003,BIHAR,CHAMPARAN,1436.92,90453.54513,207673.2601,1436.92,0.211389881,4.223118694,24.09052584
2004,BIHAR,CHAMPARAN,765.12,90453.54513,207673.2601,765.12,0.227923836,11.1841649,24.62778732
2005,BIHAR,CHAMPARAN,1116.83,90453.54513,207673.2601,1116.83,0.202113806,9.711149586,24.92204886
2006,BIHAR,CHAMPARAN,920.93,90453.54513,207673.2601,920.93,0.207141225,14.16717869,24.24414321
2007,BIHAR,CHAMPARAN,595.17,90453.54513,207673.2601,595.17,0.194194127,8.375151927,25.69462595
2008,BIHAR,CHAMPARAN,1531.83,90453.54513,207673.2601,1531.83,0.228455684,2.959145656,25.70489368
2009,BIHAR,CHAMPARAN,882.59,90453.54513,207673.2601,882.59,0.210889916,16.24686585,24.30129078
2010,BIHAR,CHAMPARAN,897.73,90453.54513,207673.2601,897.73,0.208968728,8.871546328,24.43459551
2011,BIHAR,CHAMPARAN,2058.82,90453.54513,207673.2601,2058.82,0.212827991,5.187665911,25.80390605
2012,BIHAR,CHAMPARAN,2095.24,90453.54513,207673.2601,2095.24,0.219715176,6.248470353,25.428135
2013,BIHAR,CHAMPARAN,1593.73,90453.54513,207673.2601,1593.73,0.216826451,6.857550502,24.54582624
2014,BIHAR,CHAMPARAN,2054.11,90453.54513,207673.2601,2054.11,0.239831659,4.777083231,24.9462175
2015,BIHAR,CHAMPARAN,1361.43,90453.54513,207673.2601,1361.43,0.217892176,-0.918135405,24.03713543
2016,BIHAR,CHAMPARAN,2046.69,90453.54513,207673.2601,2046.69,0.208700363,14.09474787,25.82886874
2017,BIHAR,CHAMPARAN,1600.53,90453.54513,207673.2601,1600.53,0.20773925,5.851972224,24.76693038
1966,BIHAR,MUZAFFARPUR,214.82,90453.54513,207673.2601,214.82,0.209425228,6.878625168,25.02329281
1967,BIHAR,MUZAFFARPUR,604.08,90453.54513,207673.2601,604.08,0.198334448,16.3518629,24.26297664
1968,BIHAR,MUZAFFARPUR,651.49,90453.54513,207673.2601,651.49,0.213751459,2.544716289,24.16245421
1969,BIHAR,MUZAFFARPUR,522.54,90453.54513,207673.2601,522.54,0.221187498,9.238569228,24.95604525
1970,BIHAR,MUZAFFARPUR,877.72,90453.54513,207673.2601,877.72,0.207219181,1.999649187,25.68864915
1971,BIHAR,MUZAFFARPUR,647.79,90453.54513,207673.2601,647.79,0.205279017,7.566248418,24.46026039
1972,BIHAR,MUZAFFARPUR,585.1,90453.54513,207673.2601,585.1,0.228512269,6.968671336,24.24094812
1973,BIHAR,MUZAFFARPUR,755.37,90453.54513,207673.2601,755.37,0.199087986,9.914148091,24.88306505
1974,BIHAR,MUZAFFARPUR,608.1,90453.54513,207673.2601,608.1,0.192674634,12.00198619,25.54909613
1975,BIHAR,MUZAFFARPUR,726.47,90453.54513,207673.2601,726.47,0.201823798,3.063537149,24.41120516
1976,BIHAR,MUZAFFARPUR,935.83,90453.54513,207673.2601,935.83,0.19794849,13.04451681,24.60555317
1977,BIHAR,MUZAFFARPUR,761.34,90453.54513,207673.2601,761.34,0.217215078,13.3985473,25.14906177
1978,BIHAR,MUZAFFARPUR,926.55,90453.54513,207673.2601,926.55,0.209745772,4.711215681,25.20270735
1979,BIHAR,MUZAFFARPUR,883.66,90453.54513,207673.2601,883.66,0.211155947,5.928229698,24.58827773
1980,BIHAR,MUZAFFARPUR,844.16,90453.54513,207673.2601,844.16,0.224882159,3.489392005,25.27882272
1981,BIHAR,MUZAFFARPUR,698.86,90453.54513,207673.2601,698.86,0.206439469,4.433936536,24.99488378
1982,BIHAR,MUZAFFARPUR,420.89,90453.54513,207673.2601,420.89,0.221103711,-0.056235671,24.73859517
1983,BIHAR,MUZAFFARPUR,733.09,90453.54513,207673.2601,733.09,0.228466045,9.848821467,25.18172782
1984,BIHAR,MUZAFFARPUR,918.65,90453.54513,207673.2601,918.65,0.208796192,-4.290326858,25.112802
1985,BIHAR,MUZAFFARPUR,941.41,90453.54513,207673.2601,941.41,0.220723046,2.475668351,24.20699324
1986,BIHAR,MUZAFFARPUR,924.28,90453.54513,207673.2601,924.28,0.210934638,5.73033235,25.47225573
1987,BIHAR,MUZAFFARPUR,579.53,90453.54513,207673.2601,579.53,0.222593799,12.46012926,24.90319934
1988,BIHAR,MUZAFFARPUR,1126.47,90453.54513,207673.2601,1126.47,0.197637925,3.234919758,25.41830641
1989,BIHAR,MUZAFFARPUR,855.15,90453.54513,207673.2601,855.15,0.196897695,8.10040096,24.75639644
1990,BIHAR,MUZAFFARPUR,904.79,90453.54513,207673.2601,904.79,0.20944014,5.556222033,24.85431927
1991,BIHAR,MUZAFFARPUR,778.95,90453.54513,207673.2601,778.95,0.204463569,10.68673711,24.92994294
1992,BIHAR,MUZAFFARPUR,365.8,90453.54513,207673.2601,365.8,0.208185726,7.83907135,25.00392436
1993,BIHAR,MUZAFFARPUR,1025.61,90453.54513,207673.2601,1025.61,0.211157552,10.11218955,25.49459932
1994,BIHAR,MUZAFFARPUR,1014.37,90453.54513,207673.2601,1014.37,0.220552953,3.207968029,24.9637203
1995,BIHAR,MUZAFFARPUR,1168.24,90453.54513,207673.2601,1168.24,0.209276212,0.891018134,24.71650502
1996,BIHAR,MUZAFFARPUR,1381.7,90453.54513,207673.2601,1381.7,0.205114204,7.7967842,25.23526614
1997,BIHAR,MUZAFFARPUR,1212.93,134227,173994,1.296266772,0.209837684,3.52250251,24.9457091
1998,BIHAR,MUZAFFARPUR,888.4,100675,101836,1.011532158,0.205661365,6.112761964,26.20826616
1999,BIHAR,MUZAFFARPUR,1810.43,25617,20313,0.792949994,0.204012762,7.547517306,24.87620857
2000,BIHAR,MUZAFFARPUR,1285.71,130230,164967,1.266735775,0.197222649,12.17068026,25.34933186
2001,BIHAR,MUZAFFARPUR,1247.81,134716,144543,1.072946049,0.214047598,9.893995822,25.17154068
2002,BIHAR,MUZAFFARPUR,1117.65,146674,158660,1.081718641,0.20766576,2.556094241,23.70555047
2003,BIHAR,MUZAFFARPUR,1021.59,154116,165258,1.072296192,0.223015605,0.236031416,24.36210547
2004,BIHAR,MUZAFFARPUR,343.74,151329,43067,0.28459185,0.198878856,14.49804813,24.5107874
2005,BIHAR,MUZAFFARPUR,663.16,124992,80387,0.643137161,0.207931982,-1.952155755,23.98067392
2006,BIHAR,MUZAFFARPUR,692.98,139377,95559,0.685615274,0.23148189,3.698628366,24.53287114
2007,BIHAR,MUZAFFARPUR,304.31,159665,14798,0.092681552,0.203956722,9.187366707,24.04490691
2008,BIHAR,MUZAFFARPUR,1371.9,156762,205195,1.308958804,0.210987485,14.15494884,24.17591714
2009,BIHAR,MUZAFFARPUR,661.47,133170,46376,0.348246602,0.201194377,5.012834979,24.85129071
2010,BIHAR,MUZAFFARPUR,447.98,120155,60514,0.503632808,0.199868542,6.097857576,25.69019861
2011,BIHAR,MUZAFFARPUR,2079.3,132682,302238,2.277912603,0.228825927,1.586005497,24.04939447
2012,BIHAR,MUZAFFARPUR,2204.76,117509,256129,2.179654324,0.215063212,6.594223166,24.12275739
2013,BIHAR,MUZAFFARPUR,937.32,131107,100068,0.763254441,0.214689606,0.210372708,24.46412991
2014,BIHAR,MUZAFFARPUR,1985.46,140365,285337,2.032821572,0.196389655,2.209717839,24.65691119
2015,BIHAR,MUZAFFARPUR,934.25,90453.54513,207673.2601,934.25,0.216940231,9.780595376,23.95943278
2016,BIHAR,MUZAFFARPUR,1758.86,90453.54513,207673.2601,1758.86,0.224927037,3.793258521,24.38095714
2017,BIHAR,MUZAFFARPUR,1649.7,90453.54513,207673.2601,1649.7,0.224847588,10.54738722,24.33477428
1966,BIHAR,DARBHANGA,295.85,90453.54513,207673.2601,295.85,0.22003615,5.193606972,24.88968095
1967,BIHAR,DARBHANGA,752.41,90453.54513,207673.2601,752.41,0.202057962,-0.883057859,24.94331396
1968,BIHAR,DARBHANGA,798.72,90453.54513,207673.2601,798.72,0.216484051,11.80296898,24.65411907
1969,BIHAR,DARBHANGA,637.83,90453.54513,207673.2601,637.83,0.220028667,-0.61548782,24.54161731
1970,BIHAR,DARBHANGA,899.43,90453.54513,207673.2601,899.43,0.195408381,2.952205061,24.37564952
1971,BIHAR,DARBHANGA,785.52,90453.54513,207673.2601,785.52,0.202140021,4.962647195,24.75628865
1972,BIHAR,DARBHANGA,619.4,90453.54513,207673.2601,619.4,0.222234391,10.99028571,24.24245674
1973,BIHAR,DARBHANGA,809.74,90453.54513,207673.2601,809.74,0.222113275,3.328718491,25.50411861
1974,BIHAR,DARBHANGA,761.86,90453.54513,207673.2601,761.86,0.197866987,1.327556793,23.98154872
1975,BIHAR,DARBHANGA,525.33,90453.54513,207673.2601,525.33,0.221303032,6.774507963,24.40234772
1976,BIHAR,DARBHANGA,816.67,90453.54513,207673.2601,816.67,0.214305851,4.891313989,25.16460033
1977,BIHAR,DARBHANGA,747.79,90453.54513,207673.2601,747.79,0.221162907,3.62418961,24.53118095
1978,BIHAR,DARBHANGA,804.12,90453.54513,207673.2601,804.12,0.207007604,7.043569387,25.06648622
1979,BIHAR,DARBHANGA,924.87,90453.54513,207673.2601,924.87,0.219804652,-0.056838472,25.58909653
1980,BIHAR,DARBHANGA,818.86,90453.54513,207673.2601,818.86,0.221791105,-2.6480601,25.14705108
1981,BIHAR,DARBHANGA,679.49,90453.54513,207673.2601,679.49,0.209839468,16.65479314,24.12948702
1982,BIHAR,DARBHANGA,505.61,90453.54513,207673.2601,505.61,0.213530343,6.482073072,24.15338549
1983,BIHAR,DARBHANGA,1222.19,90453.54513,207673.2601,1222.19,0.206867601,6.832047015,24.6367994
1984,BIHAR,DARBHANGA,909.72,90453.54513,207673.2601,909.72,0.229869207,2.051195702,24.95202351
1985,BIHAR,DARBHANGA,1045.66,90453.54513,207673.2601,1045.66,0.212150098,10.44963682,25.33356739
1986,BIHAR,DARBHANGA,971.66,90453.54513,207673.2601,971.66,0.204132574,3.293716304,24.33800623
1987,BIHAR,DARBHANGA,570.25,90453.54513,207673.2601,570.25,0.206194558,-7.969595834,24.48804757
1988,BIHAR,DARBHANGA,1060.9,90453.54513,207673.2601,1060.9,0.214620523,3.125975902,24.60517455
1989,BIHAR,DARBHANGA,1083.14,90453.54513,207673.2601,1083.14,0.220886129,4.554077215,24.59514175
1990,BIHAR,DARBHANGA,1024.02,90453.54513,207673.2601,1024.02,0.199994549,5.110724583,25.47832221
1991,BIHAR,DARBHANGA,742.65,90453.54513,207673.2601,742.65,0.231829417,4.966084291,24.6784761
1992,BIHAR,DARBHANGA,249.35,90453.54513,207673.2601,249.35,0.21643957,2.73656952,24.80702619
1993,BIHAR,DARBHANGA,985.24,90453.54513,207673.2601,985.24,0.218017377,2.253537306,25.18624126
1994,BIHAR,DARBHANGA,901.53,90453.54513,207673.2601,901.53,0.212380922,4.471249271,25.52604355
1995,BIHAR,DARBHANGA,781.13,90453.54513,207673.2601,781.13,0.213545407,-2.26623783,24.71290167
1996,BIHAR,DARBHANGA,1409.7,90453.54513,207673.2601,1409.7,0.211869986,-3.826838864,25.36009529
1997,BIHAR,DARBHANGA,1149.71,86986,93464,1.074471754,0.223530777,6.451420055,25.64438499
1998,BIHAR,DARBHANGA,925.73,114192,103179,0.903557167,0.213273531,6.534816976,24.67532975
1999,BIHAR,DARBHANGA,2098.9,20007,13242,0.661868346,0.22102332,10.35814551,24.44868038
2000,BIHAR,DARBHANGA,1075.27,92701,89287,0.963171918,0.209014342,4.683316053,25.82403325
2001,BIHAR,DARBHANGA,916.67,72738,65161,0.895831615,0.215309223,-0.006993461,25.29104068
2002,BIHAR,DARBHANGA,767.96,94065,70097,0.74519747,0.205313614,-3.737091471,24.73674498
2003,BIHAR,DARBHANGA,959.34,100718,102002,1.012748466,0.2255181,1.510162225,25.05548042
2004,BIHAR,DARBHANGA,305.84,93695,41056,0.438187737,0.205015345,8.073741325,24.20801152
2005,BIHAR,DARBHANGA,570.88,86523,90542,1.046450077,0.210103023,13.16838712,25.28520902
2006,BIHAR,DARBHANGA,817.39,74855,65429,0.874076548,0.210203213,6.231569669,23.83048441
2007,BIHAR,DARBHANGA,401.39,96719,42623,0.440689006,0.209813303,-0.106806847,25.26582068
2008,BIHAR,DARBHANGA,1276.73,100504,129588,1.289381517,0.220577775,1.561539592,24.36964417
2009,BIHAR,DARBHANGA,1223.87,107543,118128,1.098425746,0.21018624,1.717612985,23.90356031
2010,BIHAR,DARBHANGA,645.17,78233,75034,0.959109327,0.227292063,3.931199597,23.72981222
2011,BIHAR,DARBHANGA,1791.44,63483,114492,1.803506451,0.205168066,11.56561973,24.49242332
2012,BIHAR,DARBHANGA,1391.61,64327,104457,1.623843798,0.215046592,11.95568986,25.08605652
2013,BIHAR,DARBHANGA,1141.92,79663,124989,1.568971794,0.205594957,5.099863131,24.03555368
2014,BIHAR,DARBHANGA,1716.43,78981,134777,1.706448386,0.217562545,6.876493155,24.11271331
2015,BIHAR,DARBHANGA,1278.79,90453.54513,207673.2601,1278.79,0.21319332,1.973353141,24.48338937
2016,BIHAR,DARBHANGA,1952.94,90453.54513,207673.2601,1952.94,0.211802197,-2.588399617,25.13427612
2017,BIHAR,DARBHANGA,1692.79,90453.54513,207673.2601,1692.79,0.225237567,14.90283437,25.19676435
1966,BIHAR,SAHARSA,324.32,90453.54513,207673.2601,324.32,0.206809399,-5.651292648,24.80043474
1967,BIHAR,SAHARSA,751.23,90453.54513,207673.2601,751.23,0.219217969,-3.218058983,25.22218442
1968,BIHAR,SAHARSA,784.07,90453.54513,207673.2601,784.07,0.205663218,14.94317188,25.07430498
1969,BIHAR,SAHARSA,578.82,90453.54513,207673.2601,578.82,0.214479669,6.044219628,24.52200596
1970,BIHAR,SAHARSA,684.4,90453.54513,207673.2601,684.4,0.201397064,0.331568069,25.18525566
1971,BIHAR,SAHARSA,5542.32,90453.54513,207673.2601,5542.32,0.206727646,9.37466076,24.08841086
1972,BIHAR,SAHARSA,513.18,90453.54513,207673.2601,513.18,0.212531387,9.826409135,24.97374281
1973,BIHAR,SAHARSA,644.75,90453.54513,207673.2601,644.75,0.231499309,-0.702285621,24.14749241
1974,BIHAR,SAHARSA,763.41,90453.54513,207673.2601,763.41,0.214360856,3.296915723,24.80189988
1975,BIHAR,SAHARSA,84.03,90453.54513,207673.2601,84.03,0.2298995,10.34237192,25.33978346
1976,BIHAR,SAHARSA,918.58,90453.54513,207673.2601,918.58,0.21555605,1.876613873,24.8370987
1977,BIHAR,SAHARSA,791.85,90453.54513,207673.2601,791.85,0.209481975,7.371961298,24.72421078
1978,BIHAR,SAHARSA,883.5,90453.54513,207673.2601,883.5,0.228746383,13.08520354,24.84351516
1979,BIHAR,SAHARSA,828.28,90453.54513,207673.2601,828.28,0.217722994,-6.001281553,25.06215435
1980,BIHAR,SAHARSA,761.66,90453.54513,207673.2601,761.66,0.206925601,4.254901008,25.79750062
1981,BIHAR,SAHARSA,729.17,90453.54513,207673.2601,729.17,0.218058532,7.269322598,25.05671994
1982,BIHAR,SAHARSA,662.57,90453.54513,207673.2601,662.57,0.21042687,-2.999104325,24.47924269
1983,BIHAR,SAHARSA,984.89,90453.54513,207673.2601,984.89,0.193462475,3.313085654,24.62617313
1984,BIHAR,SAHARSA,742.9,90453.54513,207673.2601,742.9,0.222712549,11.18363583,24.2799363
1985,BIHAR,SAHARSA,1017.86,90453.54513,207673.2601,1017.86,0.224302158,2.439566861,24.11088053
1986,BIHAR,SAHARSA,930.54,90453.54513,207673.2601,930.54,0.231732238,-1.460489575,23.51426153
1987,BIHAR,SAHARSA,656.75,90453.54513,207673.2601,656.75,0.217574254,11.61530172,24.49969856
1988,BIHAR,SAHARSA,1066.44,90453.54513,207673.2601,1066.44,0.210865583,8.183651073,24.0282808
1989,BIHAR,SAHARSA,837.78,90453.54513,207673.2601,837.78,0.221702712,5.616861147,24.77902627
1990,BIHAR,SAHARSA,872.46,90453.54513,207673.2601,872.46,0.221851021,5.469183469,24.47576223
1991,BIHAR,SAHARSA,877.52,90453.54513,207673.2601,877.52,0.229735629,11.10255496,24.18773873
1992,BIHAR,SAHARSA,570.17,90453.54513,207673.2601,570.17,0.212906541,7.43378423,23.67874691
1993,BIHAR,SAHARSA,942.56,90453.54513,207673.2601,942.56,0.211697028,9.189203336,24.55583021
1994,BIHAR,SAHARSA,1030.57,90453.54513,207673.2601,1030.57,0.206197373,2.498310631,23.85430759
1995,BIHAR,SAHARSA,927.81,90453.54513,207673.2601,927.81,0.218727438,-3.625632439,25.08358053
1996,BIHAR,SAHARSA,1122.4,90453.54513,207673.2601,1122.4,0.197870201,9.070711106,24.85794839
1997,BIHAR,SAHARSA,1100.51,90145,94092,1.043785013,0.221113691,11.46578221,24.6171004
1998,BIHAR,SAHARSA,1001.42,85955,84168,0.979210052,0.219231169,4.838332767,25.45587324
1999,BIHAR,SAHARSA,1275.68,22843,28978,1.268572429,0.219203519,10.39992552,24.73541286
2000,BIHAR,SAHARSA,1309.73,102816,153859,1.496449969,0.21473507,4.285078639,24.92354069
2001,BIHAR,SAHARSA,1049.75,94029,92994,0.988992758,0.2286826,5.507646798,25.07423183
2002,BIHAR,SAHARSA,1117.92,94686,94089,0.99369495,0.222072752,14.72328655,24.47205843
2003,BIHAR,SAHARSA,1276.79,88143,107515,1.219779222,0.207282045,4.503542336,24.47485422
2004,BIHAR,SAHARSA,972.21,79329,70393,0.887355192,0.207461027,4.208295642,24.75122307
2005,BIHAR,SAHARSA,1174.67,84238,91532,1.086588001,0.204556079,-3.388755011,24.05723708
2006,BIHAR,SAHARSA,1091.52,87740,86432,0.985092318,0.218865651,9.411508405,25.62315653
2007,BIHAR,SAHARSA,1726.73,82058,73382,0.894269907,0.203351428,2.411935778,24.81088868
2008,BIHAR,SAHARSA,1964.61,77661,71363,0.918903954,0.224186739,6.69726766,24.63002885
2009,BIHAR,SAHARSA,1208.04,93441,113232,1.2118021,0.22658255,4.385947168,25.77326309
